station_id,station_name,latitude,longitude,timestamp,parameter,value
ST001,Colaba,18.9067,72.8147,2026-04-16 10:00:00,humidity,57.90
ST001,Colaba,18.9067,72.8147,2026-04-17 10:00:00,pm25,44.74
ST001,Colaba,18.9067,72.8147,2026-04-17 10:00:00,pm10,64.04
ST001,Colaba,18.9067,72.8147,2026-04-17 10:00:00,temperature,30.46
ST001,Colaba,18.9067,72.8147,2026-04-17 10:00:00,humidity,57.62
ST001,Colaba,18.9067,72.8147,2026-04-18 10:00:00,pm25,45.10
ST001,Colaba,18.9067,72.8147,2026-04-18 10:00:00,pm10,67.17
ST001,Colaba,18.9067,72.8147,2026-04-18 10:00:00,temperature,30.80
ST001,Colaba,18.9067,72.8147,2026-04-18 10:00:00,humidity,60.25
ST001,Colaba,18.9067,72.8147,2026-04-19 10:00:00,pm25,45.71
ST001,Colaba,18.9067,72.8147,2026-04-19 10:00:00,pm10,72.25
ST001,Colaba,18.9067,72.8147,2026-04-19 10:00:00,temperature,30.31
ST001,Colaba,18.9067,72.8147,2026-04-19 10:00:00,humidity,57.10
ST001,Colaba,18.9067,72.8147,2026-04-20 10:00:00,pm25,46.69
ST001,Colaba,18.9067,72.8147,2026-04-20 10:00:00,pm10,67.23
ST001,Colaba,18.9067,72.8147,2026-04-20 10:00:00,temperature,30.89
ST001,Colaba,18.9067,72.8147,2026-04-20 10:00:00,humidity,55.57
ST001,Colaba,18.9067,72.8147,2026-04-21 10:00:00,pm25,47.82
ST001,Colaba,18.9067,72.8147,2026-04-21 10:00:00,pm10,64.89
ST001,Colaba,18.9067,72.8147,2026-04-21 10:00:00,temperature,30.40
ST001,Colaba,18.9067,72.8147,2026-04-21 10:00:00,humidity,58.34
ST001,Colaba,18.9067,72.8147,2026-04-22 10:00:00,pm25,47.48
ST001,Colaba,18.9067,72.8147,2026-04-22 10:00:00,pm10,62.45
ST001,Colaba,18.9067,72.8147,2026-04-22 10:00:00,temperature,32.26
ST001,Colaba,18.9067,72.8147,2026-04-22 10:00:00,humidity,57.05
ST001,Colaba,18.9067,72.8147,2026-04-23 10:00:00,pm25,53.08
ST001,Colaba,18.9067,72.8147,2026-04-23 10:00:00,pm10,75.40
ST001,Colaba,18.9067,72.8147,2026-04-23 10:00:00,temperature,31.99
ST001,Colaba,18.9067,72.8147,2026-04-23 10:00:00,humidity,56.82
ST001,Colaba,18.9067,72.8147,2026-04-24 10:00:00,pm25,55.04
ST001,Colaba,18.9067,72.8147,2026-04-24 10:00:00,pm10,87.99
ST001,Colaba,18.9067,72.8147,2026-04-24 10:00:00,temperature,30.98
ST001,Colaba,18.9067,72.8147,2026-04-24 10:00:00,humidity,54.24
ST001,Colaba,18.9067,72.8147,2026-04-25 10:00:00,pm25,56.22
ST001,Colaba,18.9067,72.8147,2026-04-25 10:00:00,pm10,74.05
ST001,Colaba,18.9067,72.8147,2026-04-25 10:00:00,temperature,31.73
ST001,Colaba,18.9067,72.8147,2026-04-25 10:00:00,humidity,53.58
ST001,Colaba,18.9067,72.8147,2026-04-26 10:00:00,pm25,57.10
ST001,Colaba,18.9067,72.8147,2026-04-26 10:00:00,pm10,85.80
ST001,Colaba,18.9067,72.8147,2026-04-26 10:00:00,temperature,32.51
ST001,Colaba,18.9067,72.8147,2026-04-26 10:00:00,humidity,54.78
ST001,Colaba,18.9067,72.8147,2026-04-27 10:00:00,pm25,58.55
ST001,Colaba,18.9067,72.8147,2026-04-27 10:00:00,pm10,85.30
ST001,Colaba,18.9067,72.8147,2026-04-27 10:00:00,temperature,32.58
ST001,Colaba,18.9067,72.8147,2026-04-27 10:00:00,humidity,52.62
ST001,Colaba,18.9067,72.8147,2026-04-28 10:00:00,pm25,58.16
ST001,Colaba,18.9067,72.8147,2026-04-28 10:00:00,pm10,88.73
ST001,Colaba,18.9067,72.8147,2026-04-28 10:00:00,temperature,32.53
ST001,Colaba,18.9067,72.8147,2026-04-28 10:00:00,humidity,54.11
ST001,Colaba,18.9067,72.8147,2026-04-29 10:00:00,pm25,66.49
ST001,Colaba,18.9067,72.8147,2026-04-29 10:00:00,pm10,104.00
ST001,Colaba,18.9067,72.8147,2026-04-29 10:00:00,temperature,32.69
ST001,Colaba,18.9067,72.8147,2026-04-29 10:00:00,humidity,52.26
ST001,Colaba,18.9067,72.8147,2026-04-30 10:00:00,pm25,69.08
ST001,Colaba,18.9067,72.8147,2026-04-30 10:00:00,pm10,89.97
ST001,Colaba,18.9067,72.8147,2026-04-30 10:00:00,temperature,32.53
ST001,Colaba,18.9067,72.8147,2026-04-30 10:00:00,humidity,50.66
ST001,Colaba,18.9067,72.8147,2026-05-01 10:00:00,pm25,66.02
ST001,Colaba,18.9067,72.8147,2026-05-01 10:00:00,pm10,91.22
ST001,Colaba,18.9067,72.8147,2026-05-01 10:00:00,temperature,31.95
ST001,Colaba,18.9067,72.8147,2026-05-01 10:00:00,humidity,50.28
ST001,Colaba,18.9067,72.8147,2026-05-02 10:00:00,pm25,67.04
ST001,Colaba,18.9067,72.8147,2026-05-02 10:00:00,pm10,89.01
ST001,Colaba,18.9067,72.8147,2026-05-02 10:00:00,temperature,32.31
ST001,Colaba,18.9067,72.8147,2026-05-02 10:00:00,humidity,52.84
ST001,Colaba,18.9067,72.8147,2026-05-03 10:00:00,pm25,71.33
ST001,Colaba,18.9067,72.8147,2026-05-03 10:00:00,pm10,101.88
ST001,Colaba,18.9067,72.8147,2026-05-03 10:00:00,temperature,32.84
ST001,Colaba,18.9067,72.8147,2026-05-03 10:00:00,humidity,51.48
ST002,Bandra,19.0596,72.8295,2026-04-01 10:00:00,pm25,52.43
ST002,Bandra,19.0596,72.8295,2026-04-01 10:00:00,pm10,95.41
ST002,Bandra,19.0596,72.8295,2026-04-01 10:00:00,temperature,30.50
ST002,Bandra,19.0596,72.8295,2026-04-01 10:00:00,humidity,70.55
ST002,Bandra,19.0596,72.8295,2026-04-02 10:00:00,pm25,52.90
ST002,Bandra,19.0596,72.8295,2026-04-02 10:00:00,pm10,96.62
ST002,Bandra,19.0596,72.8295,2026-04-02 10:00:00,temperature,30.15
ST002,Bandra,19.0596,72.8295,2026-04-02 10:00:00,humidity,72.88
ST002,Bandra,19.0596,72.8295,2026-04-03 10:00:00,pm25,57.42
ST002,Bandra,19.0596,72.8295,2026-04-03 10:00:00,pm10,91.39
ST002,Bandra,19.0596,72.8295,2026-04-03 10:00:00,temperature,30.99
ST002,Bandra,19.0596,72.8295,2026-04-03 10:00:00,humidity,71.54
ST002,Bandra,19.0596,72.8295,2026-04-04 10:00:00,pm25,61.51
ST002,Bandra,19.0596,72.8295,2026-04-04 10:00:00,pm10,91.72
ST002,Bandra,19.0596,72.8295,2026-04-04 10:00:00,temperature,32.30
ST002,Bandra,19.0596,72.8295,2026-04-04 10:00:00,humidity,73.32
ST002,Bandra,19.0596,72.8295,2026-04-05 10:00:00,pm25,62.63
ST002,Bandra,19.0596,72.8295,2026-04-05 10:00:00,pm10,89.47
ST002,Bandra,19.0596,72.8295,2026-04-05 10:00:00,temperature,31.78
ST002,Bandra,19.0596,72.8295,2026-04-05 10:00:00,humidity,70.55
ST002,Bandra,19.0596,72.8295,2026-04-06 10:00:00,pm25,63.41
ST002,Bandra,19.0596,72.8295,2026-04-06 10:00:00,pm10,92.26
ST002,Bandra,19.0596,72.8295,2026-04-06 10:00:00,temperature,31.27
ST002,Bandra,19.0596,72.8295,2026-04-06 10:00:00,humidity,70.76
ST002,Bandra,19.0596,72.8295,2026-04-07 10:00:00,pm25,57.64
ST002,Bandra,19.0596,72.8295,2026-04-07 10:00:00,pm10,91.45
ST002,Bandra,19.0596,72.8295,2026-04-07 10:00:00,temperature,33.11
ST002,Bandra,19.0596,72.8295,2026-04-07 10:00:00,humidity,70.02
ST002,Bandra,19.0596,72.8295,2026-04-08 10:00:00,pm25,53.94
ST002,Bandra,19.0596,72.8295,2026-04-08 10:00:00,pm10,91.56
ST002,Bandra,19.0596,72.8295,2026-04-08 10:00:00,temperature,32.76
ST002,Bandra,19.0596,72.8295,2026-04-08 10:00:00,humidity,69.40
ST002,Bandra,19.0596,72.8295,2026-04-09 10:00:00,pm25,53.90
ST002,Bandra,19.0596,72.8295,2026-04-09 10:00:00,pm10,92.93
ST002,Bandra,19.0596,72.8295,2026-04-09 10:00:00,temperature,33.33
ST002,Bandra,19.0596,72.8295,2026-04-09 10:00:00,humidity,67.86
ST002,Bandra,19.0596,72.8295,2026-04-10 10:00:00,pm25,57.25
ST002,Bandra,19.0596,72.8295,2026-04-10 10:00:00,pm10,95.44
ST002,Bandra,19.0596,72.8295,2026-04-10 10:00:00,temperature,33.42
ST002,Bandra,19.0596,72.8295,2026-04-10 10:00:00,humidity,70.57
ST002,Bandra,19.0596,72.8295,2026-04-11 10:00:00,pm25,55.12
ST002,Bandra,19.0596,72.8295,2026-04-11 10:00:00,pm10,98.77
ST002,Bandra,19.0596,72.8295,2026-04-11 10:00:00,temperature,33.16
ST002,Bandra,19.0596,72.8295,2026-04-11 10:00:00,humidity,66.46
ST002,Bandra,19.0596,72.8295,2026-04-12 10:00:00,pm25,53.53
ST002,Bandra,19.0596,72.8295,2026-04-12 10:00:00,pm10,94.07
ST002,Bandra,19.0596,72.8295,2026-04-12 10:00:00,temperature,33.11
ST002,Bandra,19.0596,72.8295,2026-04-12 10:00:00,humidity,67.94
ST002,Bandra,19.0596,72.8295,2026-04-13 10:00:00,pm25,50.90
ST002,Bandra,19.0596,72.8295,2026-04-13 10:00:00,pm10,96.73
ST002,Bandra,19.0596,72.8295,2026-04-13 10:00:00,temperature,34.05
ST002,Bandra,19.0596,72.8295,2026-04-13 10:00:00,humidity,70.05
ST002,Bandra,19.0596,72.8295,2026-04-14 10:00:00,pm25,47.38
ST002,Bandra,19.0596,72.8295,2026-04-14 10:00:00,pm10,95.59
ST002,Bandra,19.0596,72.8295,2026-04-14 10:00:00,temperature,33.85
ST002,Bandra,19.0596,72.8295,2026-04-14 10:00:00,humidity,71.38
ST002,Bandra,19.0596,72.8295,2026-04-15 10:00:00,pm25,72.16
ST002,Bandra,19.0596,72.8295,2026-04-15 10:00:00,pm10,140.52
ST002,Bandra,19.0596,72.8295,2026-04-15 10:00:00,temperature,33.61
ST002,Bandra,19.0596,72.8295,2026-04-15 10:00:00,humidity,72.44
ST002,Bandra,19.0596,72.8295,2026-04-16 10:00:00,pm25,47.36
ST002,Bandra,19.0596,72.8295,2026-04-16 10:00:00,pm10,96.63
ST002,Bandra,19.0596,72.8295,2026-04-16 10:00:00,temperature,33.86
ST002,Bandra,19.0596,72.8295,2026-04-16 10:00:00,humidity,70.79
ST002,Bandra,19.0596,72.8295,2026-04-17 10:00:00,pm25,50.19
ST002,Bandra,19.0596,72.8295,2026-04-17 10:00:00,pm10,106.37
ST002,Bandra,19.0596,72.8295,2026-04-17 10:00:00,temperature,32.61
ST002,Bandra,19.0596,72.8295,2026-04-17 10:00:00,humidity,70.14
ST002,Bandra,19.0596,72.8295,2026-04-18 10:00:00,pm25,46.51
ST002,Bandra,19.0596,72.8295,2026-04-18 10:00:00,pm10,94.53
ST002,Bandra,19.0596,72.8295,2026-04-18 10:00:00,temperature,32.88
ST002,Bandra,19.0596,72.8295,2026-04-18 10:00:00,humidity,66.19
ST002,Bandra,19.0596,72.8295,2026-04-19 10:00:00,pm25,48.04
ST002,Bandra,19.0596,72.8295,2026-04-19 10:00:00,pm10,88.44
ST002,Bandra,19.0596,72.8295,2026-04-19 10:00:00,temperature,33.53
ST002,Bandra,19.0596,72.8295,2026-04-19 10:00:00,humidity,68.90
ST002,Bandra,19.0596,72.8295,2026-04-20 10:00:00,pm25,68.36
ST002,Bandra,19.0596,72.8295,2026-04-20 10:00:00,pm10,118.23
ST002,Bandra,19.0596,72.8295,2026-04-20 10:00:00,temperature,33.21
ST002,Bandra,19.0596,72.8295,2026-04-20 10:00:00,humidity,67.62
ST002,Bandra,19.0596,72.8295,2026-04-21 10:00:00,pm25,72.43
ST002,Bandra,19.0596,72.8295,2026-04-21 10:00:00,pm10,127.27
ST002,Bandra,19.0596,72.8295,2026-04-21 10:00:00,temperature,33.15
ST002,Bandra,19.0596,72.8295,2026-04-21 10:00:00,humidity,64.89
ST002,Bandra,19.0596,72.8295,2026-04-22 10:00:00,pm25,44.75
ST002,Bandra,19.0596,72.8295,2026-04-22 10:00:00,pm10,92.27
ST002,Bandra,19.0596,72.8295,2026-04-22 10:00:00,temperature,33.12
ST002,Bandra,19.0596,72.8295,2026-04-22 10:00:00,humidity,63.49
ST002,Bandra,19.0596,72.8295,2026-04-23 10:00:00,pm25,42.26
ST002,Bandra,19.0596,72.8295,2026-04-23 10:00:00,pm10,97.76
ST002,Bandra,19.0596,72.8295,2026-04-23 10:00:00,temperature,33.09
ST002,Bandra,19.0596,72.8295,2026-04-23 10:00:00,humidity,60.85
ST002,Bandra,19.0596,72.8295,2026-04-24 10:00:00,pm25,42.58
ST002,Bandra,19.0596,72.8295,2026-04-24 10:00:00,pm10,100.30
ST002,Bandra,19.0596,72.8295,2026-04-24 10:00:00,temperature,33.55
ST002,Bandra,19.0596,72.8295,2026-04-24 10:00:00,humidity,61.64
ST002,Bandra,19.0596,72.8295,2026-04-25 10:00:00,pm25,41.30
ST002,Bandra,19.0596,72.8295,2026-04-25 10:00:00,pm10,100.18
ST002,Bandra,19.0596,72.8295,2026-04-25 10:00:00,temperature,34.58
ST002,Bandra,19.0596,72.8295,2026-04-25 10:00:00,humidity,60.99
ST002,Bandra,19.0596,72.8295,2026-04-26 10:00:00,pm25,43.13
ST002,Bandra,19.0596,72.8295,2026-04-26 10:00:00,pm10,102.43
ST002,Bandra,19.0596,72.8295,2026-04-26 10:00:00,temperature,34.31
ST002,Bandra,19.0596,72.8295,2026-04-26 10:00:00,humidity,59.03
ST002,Bandra,19.0596,72.8295,2026-04-27 10:00:00,pm25,65.47
ST002,Bandra,19.0596,72.8295,2026-04-27 10:00:00,pm10,148.38
ST002,Bandra,19.0596,72.8295,2026-04-27 10:00:00,temperature,33.97
ST002,Bandra,19.0596,72.8295,2026-04-27 10:00:00,humidity,62.21
ST002,Bandra,19.0596,72.8295,2026-04-28 10:00:00,pm25,43.90
ST002,Bandra,19.0596,72.8295,2026-04-28 10:00:00,pm10,87.62
ST002,Bandra,19.0596,72.8295,2026-04-28 10:00:00,temperature,34.69
ST002,Bandra,19.0596,72.8295,2026-04-28 10:00:00,humidity,58.75
ST002,Bandra,19.0596,72.8295,2026-04-29 10:00:00,pm25,42.34
ST002,Bandra,19.0596,72.8295,2026-04-29 10:00:00,pm10,83.72
ST002,Bandra,19.0596,72.8295,2026-04-29 10:00:00,temperature,34.11
ST002,Bandra,19.0596,72.8295,2026-04-29 10:00:00,humidity,57.40
ST002,Bandra,19.0596,72.8295,2026-04-30 10:00:00,pm25,65.28
ST002,Bandra,19.0596,72.8295,2026-04-30 10:00:00,pm10,129.48
ST002,Bandra,19.0596,72.8295,2026-04-30 10:00:00,temperature,35.51
ST002,Bandra,19.0596,72.8295,2026-04-30 10:00:00,humidity,58.11
ST002,Bandra,19.0596,72.8295,2026-05-01 10:00:00,pm25,45.60
ST002,Bandra,19.0596,72.8295,2026-05-01 10:00:00,pm10,89.68
ST002,Bandra,19.0596,72.8295,2026-05-01 10:00:00,temperature,35.40
ST002,Bandra,19.0596,72.8295,2026-05-01 10:00:00,humidity,55.44
ST002,Bandra,19.0596,72.8295,2026-05-02 10:00:00,pm25,50.80
ST002,Bandra,19.0596,72.8295,2026-05-02 10:00:00,pm10,96.02
ST002,Bandra,19.0596,72.8295,2026-05-02 10:00:00,temperature,34.72
ST002,Bandra,19.0596,72.8295,2026-05-02 10:00:00,humidity,55.93
ST002,Bandra,19.0596,72.8295,2026-05-03 10:00:00,pm25,53.52
ST002,Bandra,19.0596,72.8295,2026-05-03 10:00:00,pm10,91.90
ST002,Bandra,19.0596,72.8295,2026-05-03 10:00:00,temperature,35.76
ST002,Bandra,19.0596,72.8295,2026-05-03 10:00:00,humidity,55.31
ST003,Andheri,19.1136,72.8697,2026-04-01 10:00:00,pm25,60.55
ST003,Andheri,19.1136,72.8697,2026-04-01 10:00:00,pm10,113.98
ST003,Andheri,19.1136,72.8697,2026-04-01 10:00:00,temperature,28.47
ST003,Andheri,19.1136,72.8697,2026-04-01 10:00:00,humidity,72.08
ST003,Andheri,19.1136,72.8697,2026-04-02 10:00:00,pm25,61.93
ST003,Andheri,19.1136,72.8697,2026-04-02 10:00:00,pm10,107.45
ST003,Andheri,19.1136,72.8697,2026-04-02 10:00:00,temperature,28.27
ST003,Andheri,19.1136,72.8697,2026-04-02 10:00:00,humidity,71.73
ST003,Andheri,19.1136,72.8697,2026-04-03 10:00:00,pm25,62.98
ST003,Andheri,19.1136,72.8697,2026-04-03 10:00:00,pm10,115.83
ST003,Andheri,19.1136,72.8697,2026-04-03 10:00:00,temperature,29.09
ST003,Andheri,19.1136,72.8697,2026-04-03 10:00:00,humidity,73.75
ST003,Andheri,19.1136,72.8697,2026-04-04 10:00:00,pm25,66.41
ST003,Andheri,19.1136,72.8697,2026-04-04 10:00:00,pm10,121.32
ST003,Andheri,19.1136,72.8697,2026-04-04 10:00:00,temperature,26.61
ST003,Andheri,19.1136,72.8697,2026-04-04 10:00:00,humidity,73.39
ST003,Andheri,19.1136,72.8697,2026-04-05 10:00:00,pm25,67.88
ST003,Andheri,19.1136,72.8697,2026-04-05 10:00:00,pm10,121.90
ST003,Andheri,19.1136,72.8697,2026-04-05 10:00:00,temperature,27.02
ST003,Andheri,19.1136,72.8697,2026-04-05 10:00:00,humidity,71.92
ST003,Andheri,19.1136,72.8697,2026-04-06 10:00:00,pm25,67.83
ST003,Andheri,19.1136,72.8697,2026-04-06 10:00:00,pm10,116.20
ST003,Andheri,19.1136,72.8697,2026-04-06 10:00:00,temperature,27.68
ST003,Andheri,19.1136,72.8697,2026-04-06 10:00:00,humidity,71.95
ST003,Andheri,19.1136,72.8697,2026-04-07 10:00:00,pm25,63.70
ST003,Andheri,19.1136,72.8697,2026-04-07 10:00:00,pm10,118.11
ST003,Andheri,19.1136,72.8697,2026-04-07 10:00:00,temperature,28.40
ST003,Andheri,19.1136,72.8697,2026-04-07 10:00:00,humidity,71.11
ST003,Andheri,19.1136,72.8697,2026-04-08 10:00:00,pm25,63.46
ST003,Andheri,19.1136,72.8697,2026-04-08 10:00:00,pm10,115.87
ST003,Andheri,19.1136,72.8697,2026-04-08 10:00:00,temperature,27.60
ST003,Andheri,19.1136,72.8697,2026-04-08 10:00:00,humidity,71.29
ST003,Andheri,19.1136,72.8697,2026-04-09 10:00:00,pm25,66.59
ST003,Andheri,19.1136,72.8697,2026-04-09 10:00:00,pm10,117.79
ST003,Andheri,19.1136,72.8697,2026-04-09 10:00:00,temperature,28.53
ST003,Andheri,19.1136,72.8697,2026-04-09 10:00:00,humidity,69.37
ST003,Andheri,19.1136,72.8697,2026-04-10 10:00:00,pm25,63.95
ST003,Andheri,19.1136,72.8697,2026-04-10 10:00:00,pm10,118.56
ST003,Andheri,19.1136,72.8697,2026-04-10 10:00:00,temperature,28.46
ST003,Andheri,19.1136,72.8697,2026-04-10 10:00:00,humidity,69.27
ST003,Andheri,19.1136,72.8697,2026-04-11 10:00:00,pm25,67.10
ST003,Andheri,19.1136,72.8697,2026-04-11 10:00:00,pm10,120.12
ST003,Andheri,19.1136,72.8697,2026-04-11 10:00:00,temperature,28.77
ST003,Andheri,19.1136,72.8697,2026-04-11 10:00:00,humidity,70.38
ST003,Andheri,19.1136,72.8697,2026-04-12 10:00:00,pm25,67.41
ST003,Andheri,19.1136,72.8697,2026-04-12 10:00:00,pm10,115.43
ST003,Andheri,19.1136,72.8697,2026-04-12 10:00:00,temperature,27.77
ST003,Andheri,19.1136,72.8697,2026-04-12 10:00:00,humidity,70.53
ST003,Andheri,19.1136,72.8697,2026-04-13 10:00:00,pm25,69.54
ST003,Andheri,19.1136,72.8697,2026-04-13 10:00:00,pm10,118.01
ST003,Andheri,19.1136,72.8697,2026-04-13 10:00:00,temperature,28.62
ST003,Andheri,19.1136,72.8697,2026-04-13 10:00:00,humidity,69.35
ST003,Andheri,19.1136,72.8697,2026-04-14 10:00:00,pm25,101.77
ST003,Andheri,19.1136,72.8697,2026-04-14 10:00:00,pm10,168.71
ST003,Andheri,19.1136,72.8697,2026-04-14 10:00:00,temperature,28.61
ST003,Andheri,19.1136,72.8697,2026-04-14 10:00:00,humidity,69.31
ST003,Andheri,19.1136,72.8697,2026-04-15 10:00:00,pm25,67.72
ST003,Andheri,19.1136,72.8697,2026-04-15 10:00:00,pm10,108.81
ST003,Andheri,19.1136,72.8697,2026-04-15 10:00:00,temperature,27.87
ST003,Andheri,19.1136,72.8697,2026-04-15 10:00:00,humidity,66.67
ST003,Andheri,19.1136,72.8697,2026-04-16 10:00:00,pm25,70.12
ST003,Andheri,19.1136,72.8697,2026-04-16 10:00:00,pm10,107.24
ST003,Andheri,19.1136,72.8697,2026-04-16 10:00:00,temperature,28.37
ST003,Andheri,19.1136,72.8697,2026-04-16 10:00:00,humidity,67.93
ST003,Andheri,19.1136,72.8697,2026-04-17 10:00:00,pm25,68.65
ST003,Andheri,19.1136,72.8697,2026-04-17 10:00:00,pm10,112.96
ST003,Andheri,19.1136,72.8697,2026-04-17 10:00:00,temperature,27.63
ST003,Andheri,19.1136,72.8697,2026-04-17 10:00:00,humidity,63.47
ST003,Andheri,19.1136,72.8697,2026-04-18 10:00:00,pm25,65.73
ST003,Andheri,19.1136,72.8697,2026-04-18 10:00:00,pm10,110.95
ST003,Andheri,19.1136,72.8697,2026-04-18 10:00:00,temperature,28.20
ST003,Andheri,19.1136,72.8697,2026-04-18 10:00:00,humidity,67.28
ST003,Andheri,19.1136,72.8697,2026-04-19 10:00:00,pm25,70.35
ST003,Andheri,19.1136,72.8697,2026-04-19 10:00:00,pm10,110.99
ST003,Andheri,19.1136,72.8697,2026-04-19 10:00:00,temperature,27.65
ST003,Andheri,19.1136,72.8697,2026-04-19 10:00:00,humidity,65.78
ST003,Andheri,19.1136,72.8697,2026-04-20 10:00:00,pm25,70.46
ST003,Andheri,19.1136,72.8697,2026-04-20 10:00:00,pm10,105.89
ST003,Andheri,19.1136,72.8697,2026-04-20 10:00:00,temperature,27.02
ST003,Andheri,19.1136,72.8697,2026-04-20 10:00:00,humidity,62.22
ST003,Andheri,19.1136,72.8697,2026-04-21 10:00:00,pm25,72.40
ST003,Andheri,19.1136,72.8697,2026-04-21 10:00:00,pm10,106.61
ST003,Andheri,19.1136,72.8697,2026-04-21 10:00:00,temperature,27.17
ST003,Andheri,19.1136,72.8697,2026-04-21 10:00:00,humidity,63.02
